Mon, Item, Move 1, Move 2, Move 3, Move 4, Nature, Hp, Atk, Def, SpAtk, SpDef, Spd
Magnezone,Shuca Berry,Charge Beam,Thunder Wave,Flash Cannon,Mirror Coat,Quiet,252,0,0,252,0,0
Magnezone,Bright Powder,Charge Beam,Flash Cannon,Magnet Rise,Thunder Wave,Modest,0,0,252,252,0,0
Magnezone,Assault Vest,Thunderbolt,Flash Cannon,Tri Attack,Volt Switch,Modest,0,0,0,252,252,0
Lickilicky,Kee Berry,Thunderbolt,Ice Beam,Me First,Psych Up,Naive,170,0,170,170,0,0
Lickilicky,Chople Berry,Gyro Ball,Rest,Curse,Sleep Talk,Adamant,127,127,127,0,127,0
Lickilicky,Leftovers,Return,Gyro Ball,Curse,Rest,Careful,252,0,0,0,252,0
Lickilicky,Lax Incense,Body Slam,Power Whip,Earthquake,Explosion,Adamant,252,252,0,0,0,0
Rhyperior,Zoom Lens,Payback,Rock Blast,Stone Edge,Protect,Brave,170,170,0,0,170,0
Rhyperior,Hard Stone,Rock Wrecker,Rock Polish,Curse,Curse,Lonely,0,252,0,0,0,252
Rhyperior,Focus Sash,Horn Drill,Avalanche,Payback,Counter,Impish,252,0,252,0,0,0
Rhyperior,Wide Lens,Rock Slide,Hammer Arm,Earthquake,Protect,Brave,252,252,0,0,0,0
Tangrowth,Big Root,Leech Seed,Ingrain,Giga Drain,Toxic,Bold,170,0,170,0,170,0
Tangrowth,Yache Berry,Wring Out,Tickle,Power Whip,Bulldoze,Naughty,0,252,0,0,0,252
Tangrowth,Heat Rock,Sunny Day,Solar Beam,Synthesis,Wring Out,Modest,0,0,252,252,0,0
Tangrowth,Lax Incense,Power Whip,Earthquake,Aerial Ace,Brick Break,Adamant,0,252,252,0,0,0
Electivire,Expert Belt,Low Kick,Dig,Rock Slide,Screech,Naughty,170,170,0,0,0,170
Electivire,Shuca Berry,Fire Punch,Electro Ball,Ice Punch,Protect,Adamant,170,170,0,0,0,170
Electivire,Air Balloon,Thunderbolt,Psychic,Focus Blast,Signal Beam,Modest,0,0,0,252,0,252
Electivire,Shuca Berry,Thunder Punch,Fire Punch,Ice Punch,Earthquake,Jolly,0,252,0,0,0,252
Magmortar,Passho Berry,Flame Charge,Earthquake,Confuse Ray,Barrier,Adamant,252,252,0,0,0,0
Magmortar,Wide Lens,Fire Blast,Flame Burst,Focus Blast,Taunt,Modest,0,0,0,252,0,252
Magmortar,Passho Berry,Flare Blitz,Thunder Punch,Earthquake,Brick Break,Jolly,0,252,0,0,0,252
Magmortar,White Herb,Overheat,Psychic,Focus Blast,Protect,Timid,0,0,0,252,0,252
Togekiss,Sitrus Berry,Encore,Follow Me,Reflect,Dazzling Gleam,Calm,252,0,0,0,252,0
Togekiss,Liechi Berry,Extreme Speed,Aerial Ace,Steel Wing,Brick Break,Brave,252,252,0,0,0,0
Togekiss,King's Rock,Grass Knot,Thunder Wave,Air Slash,Shadow Ball,Timid,0,0,0,252,0,252
Togekiss,Expert Belt,Aura Sphere,Air Slash,Heat Wave,Dazzling Gleam,Modest,0,0,0,252,0,252
Yanmega,Cheri Berry,Air Slash,Bug Buzz,Detect,U-turn,Rash,0,0,0,252,252,0
Yanmega,Sitrus Berry,Psychic,Bug Buzz,Swagger,Substitute,Modest,252,0,0,252,0,0
Yanmega,Lum Berry,Silver Wind,Air Slash,Detect,Giga Drain,Modest,0,0,0,252,0,252
Yanmega,King's Rock,Bug Buzz,Air Slash,Detect,Shadow Ball,Modest,0,0,0,252,0,252
Leafeon,Scope Lens,X-Scissor,Leaf Blade,Swords Dance,Grass Whistle,Impish,252,0,0,0,0,252
Leafeon,Liechi Berry,Leaf Blade,Giga Impact,Substitute,Yawn,Naive,0,252,0,0,0,252
Leafeon,Heat Rock,Sunny Day,Leaf Blade,X-Scissor,Synthesis,Adamant,0,252,252,0,0,0
Leafeon,Quick Claw,Leaf Blade,X-Scissor,Aerial Ace,Detect,Adamant,0,252,252,0,0,0
Glaceon,Quick Claw,Ice Shard,Blizzard,Mirror Coat,Helping Hand,Rash,252,0,0,252,0,0
Glaceon,Chesto Berry,Frost Breath,Shadow Ball,Rest,Barrier,Bold,252,0,252,0,0,0
Glaceon,Focus Sash,Hail,Blizzard,Mirror Coat,Hyper Beam,Modest,0,0,252,252,0,0
Glaceon,Bright Powder,Blizzard,Shadow Ball,Signal Beam,Detect,Modest,0,0,252,252,0,0
Gliscor,Razor Fang,Acrobatics,Fling,U-turn,Swords Dance,Naughty,0,252,0,0,0,252
Gliscor,Liechi Berry,Agility,Acrobatics,Swords Dance,Baton Pass,Impish,252,0,252,0,0,0
Gliscor,Expert Belt,Aerial Ace,Earthquake,X-Scissor,Stone Edge,Adamant,0,252,252,0,0,0
Gliscor,Focus Sash,Earthquake,Acrobatics,U-turn,Counter,Jolly,252,0,0,0,0,252
Mamoswine,Passho Berry,Double Hit,Earthquake,Ice Shard,Stealth Rock,Adamant,0,170,0,0,170,170
Mamoswine,Zoom Lens,Stone Edge,Bulldoze,Blizzard,Ice Fang,Brave,0,170,170,0,170,0
Mamoswine,Lax Incense,Hail,Earthquake,Superpower,Fissure,Adamant,252,252,0,0,0,0
Mamoswine,Life Orb,Earthquake,Ice Fang,Double-Edge,Stone Edge,Adamant,252,252,0,0,0,0
Porygon-Z,Wise Glasses,Psychic,Shadow Ball,Thunderbolt,Thunder Wave,Modest,0,0,0,252,0,252
Porygon-Z,Choice Specs,Hyper Beam,Curse,Curse,Curse,Modest,0,0,0,252,0,252
Porygon-Z,Expert Belt,Psychic,Ice Beam,Signal Beam,Charge Beam,Modest,252,0,0,252,0,0
Porygon-Z,Sitrus Berry,Tri Attack,Thunderbolt,Shadow Ball,Recover,Timid,0,0,0,252,0,252
Gallade,Expert Belt,Shadow Sneak,Brick Break,Psycho Cut,Swords Dance,Hasty,0,252,0,0,0,252
Gallade,Scope Lens,Psycho Cut,Leaf Blade,Slash,Protect,Jolly,0,252,0,0,0,252
Gallade,Scope Lens,Psycho Cut,Stone Edge,Night Slash,X-Scissor,Adamant,0,252,0,0,252,0
Gallade,Lum Berry,Psycho Cut,Close Combat,Heal Pulse,Ally Switch,Jolly,0,252,0,0,0,252
Probopass,Cheri Berry,Smack Down,Volt Switch,Thunder Wave,Magnet Rise,Calm,252,0,0,0,252,0
Probopass,Sitrus Berry,Block,Iron Defense,Flash Cannon,Discharge,Bold,252,0,252,0,0,0
Probopass,Scope Lens,Stone Edge,Iron Head,Earthquake,Explosion,Adamant,0,252,252,0,0,0
Probopass,Life Orb,Flash Cannon,Power Gem,Earth Power,Thunderbolt,Modest,0,0,0,252,252,0
Dusknoir,Leftovers,Disable,Will-O-Wisp,Pain Split,Mean Look,Bold,252,0,252,0,0,0
Dusknoir,Iron Ball,Shadow Sneak,Fire Punch,Fling,Trick Room,Brave,252,252,0,0,0,0
Dusknoir,Leftovers,Toxic,Will-O-Wisp,Protect,Double Team,Sassy,252,0,0,0,252,0
Dusknoir,Lum Berry,Shadow Sneak,Pain Split,Destiny Bond,Trick Room,Relaxed,252,0,0,0,252,0
Froslass,Colbur Berry,Hail,Ice Beam,Ominous Wind,Thunderbolt,Timid,0,0,0,252,0,252
Froslass,Kasib Berry,Ice Shard,Thunder Wave,Hex,Taunt,Lonely,0,252,0,0,0,252
Froslass,Icy Rock,Hail,Blizzard,Ice Shard,Shadow Ball,Timid,0,0,0,252,0,252
Froslass,Focus Sash,Blizzard,Icy Wind,Shadow Ball,Destiny Bond,Timid,0,0,0,252,0,252
Heatran,Focus Sash,Lava Plume,Earth Power,Flash Cannon,Dark Pulse,Modest,252,0,0,252,0,0
Heatran,White Herb,Overheat,Will-O-Wisp,Flash Cannon,Protect,Modest,252,0,0,252,0,0
Heatran,Shuca Berry,Sunny Day,Fire Blast,Solar Beam,Earth Power,Modest,252,0,0,252,0,0
Heatran,Choice Scarf,Magma Storm,Earth Power,Dragon Pulse,Flash Cannon,Timid,0,0,0,252,0,252
Regigigas,Bright Powder,Confuse Ray,Double Team,Drain Punch,Payback,Adamant,252,252,0,0,0,0
Regigigas,Zoom Lens,Thunder,Toxic,Focus Blast,Confuse Ray,Quiet,252,0,0,252,0,0
Regigigas,Leftovers,Confuse Ray,Drain Punch,Thunder Wave,Rock Slide,Adamant,252,252,0,0,0,0
Regigigas,Leftovers,Wide Guard,Double Team,Confuse Ray,Toxic,Careful,252,0,252,0,0,0
Cresselia,Chesto Berry,Calm Mind,Psychic,Shadow Ball,Rest,Bold,252,0,252,0,0,0
Cresselia,Leftovers,Double Team,Moonlight,Toxic,Protect,Bold,252,0,0,0,252,0
Cresselia,Lum Berry,Icy Wind,Round,Helping Hand,Swagger,Bold,252,0,0,0,252,0
Cresselia,Iron Ball,Psychic,Trick,Moonblast,Trick Room,Quiet,0,0,252,252,0,0
Serperior,Lum Berry,Attract,Leaf Tornado,Dragon Tail,Gastro Acid,Jolly,0,0,170,0,170,170
Serperior,Sitrus Berry,Leaf Tornado,Hidden Power,Mirror Coat,Captivate,Sassy,170,0,0,170,170,0
Serperior,Bright Powder,Leaf Storm,Substitute,Hyper Beam,Toxic,Calm,170,0,170,0,170,0
Serperior,Choice Specs,Leaf Storm,Curse,Curse,Curse,Modest,0,0,0,252,0,252
Emboar,Chesto Berry,Gyro Ball,Curse,Rest,Sleep Talk,Careful,252,0,0,0,252,0
Emboar,Quick Claw,Yawn,Wild Charge,Bulldoze,Heat Crash,Brave,0,170,170,0,170,0
Emboar,Quick Claw,Flare Blitz,Brick Break,Flame Charge,Earthquake,Adamant,0,170,170,0,170,0
Emboar,Salac Berry,Substitute,Flamethrower,Focus Blast,Scald,Timid,0,0,0,252,0,252
Samurott,Splash Plate,Retaliate,Razor Shell,Assurance,Encore,Mild,252,252,0,0,0,0
Samurott,Zoom Lens,Blizzard,Giga Impact,Detect,Hydro Pump,Quiet,0,252,0,252,0,0
Samurott,Custap Berry,Aerial Ace,Waterfall,X-Scissor,Aqua Jet,Adamant,0,170,170,0,170,0
Samurott,Salac Berry,Hydro Pump,Ice Beam,Grass Knot,Protect,Modest,0,0,170,170,170,0
Musharna,Zoom Lens,Hypnosis,Dream Eater,Calm Mind,Helping Hand,Mild,0,0,170,170,170,0
Musharna,Lum Berry,Shadow Ball,Energy Ball,Psychic,Trick Room,Bold,0,0,252,252,0,0
Musharna,Scope Lens,Psychic,Shadow Ball,Energy Ball,Yawn,Modest,0,0,252,252,0,0
Musharna,Chesto Berry,Stored Power,Calm Mind,Shadow Ball,Rest,Relaxed,0,0,252,0,252,0
Unfezant,Enigma Berry,Aerial Ace,U-turn,Razor Wind,Tailwind,Jolly,170,170,170,0,0,0
Unfezant,Power Herb,Giga Impact,Quick Attack,Hypnosis,Sky Attack,Jolly,0,252,0,0,0,252
Unfezant,Power Herb,Sky Attack,Return,Detect,U-turn,Jolly,0,252,0,0,0,252
Unfezant,Bright Powder,Detect,Feather Dance,Toxic,Fly,Impish,252,0,0,0,252,0
Zebstrika,Shuca Berry,Swagger,Volt Switch,Wild Charge,Pursuit,Naughty,252,252,0,0,0,0
Zebstrika,Magnet,Discharge,Thunder Wave,Thunder,Rain Dance,Timid,0,0,0,252,0,252
Zebstrika,Air Balloon,Flame Charge,Toxic,Wild Charge,Volt Switch,Jolly,0,252,0,0,0,252
Zebstrika,Focus Sash,Me First,Wild Charge,Thunder Wave,Volt Switch,Jolly,0,252,0,0,0,252
Gigalith,Rawst Berry,Bulldoze,Rock Blast,Gravity,Curse,Naughty,170,170,170,0,0,0
Gigalith,Hard Stone,Iron Defense,Sandstorm,Lock-On,Rock Blast,Naughty,252,0,252,0,0,0
Gigalith,Custap Berry,Stone Edge,Earthquake,Sandstorm,Explosion,Adamant,252,252,0,0,0,0
Gigalith,Leftovers,Rock Slide,Stealth Rock,Curse,Earthquake,Quiet,252,0,0,0,252,0
Excadrill,Soft Sand,Hone Claws,Rock Slide,Drill Run,Iron Defense,Naughty,0,252,252,0,0,0
Excadrill,Chople Berry,Dig,Metal Sound,Metal Claw,Swords Dance,Adamant,0,252,252,0,0,0
Excadrill,Bright Powder,Sandstorm,Earthquake,Rock Slide,Poison Jab,Adamant,0,170,170,0,170,0
Excadrill,Life Orb,Earthquake,Aerial Ace,Poison Jab,Rock Slide,Adamant,0,170,170,0,170,0
Conkeldurr,Black Belt,Rock Slide,Force Palm,Smelling Salts,Bulk Up,Bold,170,0,170,0,170,0
Conkeldurr,Iron Ball,Mach Punch,Hammer Arm,Bulk Up,Fling,Brave,0,252,0,0,252,0
Conkeldurr,Sitrus Berry,Bulk Up,Drain Punch,Payback,Stone Edge,Adamant,0,252,0,0,252,0
Conkeldurr,Iron Ball,Fling,Rock Slide,Superpower,Mach Punch,Brave,0,252,0,0,252,0
Seismitoad,Chesto Berry,Round,Rest,Water Pulse,Sludge Wave,Rash,0,0,170,170,170,0
Seismitoad,Iron Ball,Fling,Rock Slide,Poison Jab,Earthquake,Brave,0,252,0,0,252,0
Seismitoad,Damp Rock,Rain Dance,Muddy Water,Earth Power,Sludge Bomb,Timid,0,0,0,252,0,252
Seismitoad,Maranga Berry,Brick Break,Poison Jab,Dig,Payback,Jolly,0,252,0,0,0,252
Throh,Payapa Berry,Protect,Toxic,Circle Throw,Wide Guard,Impish,0,252,252,0,0,0
Throh,Expert Belt,Revenge,Storm Throw,Protect,Seismic Toss,Brave,0,252,252,0,0,0
Throh,Expert Belt,Earthquake,Storm Throw,Payback,Rock Slide,Adamant,0,170,170,0,170,0
Throh,Flame Orb,Protect,Earthquake,Storm Throw,Payback,Brave,0,252,0,0,252,0
Sawk,Black Belt,Low Sweep,Quick Guard,Retaliate,Taunt,Naughty,0,252,0,0,0,252
Sawk,Focus Sash,Earthquake,Payback,Endure,Reversal,Naughty,0,252,0,0,0,252
Sawk,Expert Belt,Close Combat,Payback,Low Sweep,Earthquake,Jolly,0,252,0,0,0,252
Sawk,Life Orb,Close Combat,Earthquake,Stone Edge,Taunt,Adamant,0,252,0,0,0,252
Lilligant,Persim Berry,Charm,Sleep Powder,Petal Dance,Healing Wish,Timid,0,0,0,252,0,252
Lilligant,Big Root,Ingrain,Leech Seed,Toxic,Protect,Bold,170,0,170,0,170,0
Lilligant,Leftovers,Quiver Dance,Energy Ball,Leech Seed,Protect,Bold,252,0,252,0,0,0
Lilligant,Lum Berry,Solar Beam,Teeter Dance,Charm,Leech Seed,Bold,127,0,127,127,0,127
Krookodile,Black Glasses,Crunch,Bulldoze,Taunt,Counter,Naughty,0,170,170,0,170,0
Krookodile,Roseli Berry,Smack Down,Earthquake,Pursuit,Embargo,Naughty,0,252,252,0,0,0
Krookodile,Roseli Berry,Earthquake,Crunch,Stone Edge,Dragon Tail,Adamant,0,252,0,0,252,0
Krookodile,Liechi Berry,Earthquake,Pursuit,Low Sweep,Rock Slide,Jolly,0,252,0,0,0,252
Darmanitan,Leftovers,Fire Punch,Psychic,Protect,Will-O-Wisp,Naive,252,0,0,0,0,252
Darmanitan,Luminous Moss,Psychic,Heat Wave,Round,Confide,Calm,252,0,0,0,252,0
Darmanitan,Assault Vest,Psychic,Earthquake,Flare Blitz,Overheat,Sassy,0,0,252,0,252,0
Darmanitan,Choice Scarf,Flare Blitz,Stone Edge,U-turn,Superpower,Impish,0,252,0,0,0,252
Scrafty,Liechi Berry,Fake Out,Bulk Up,Focus Punch,Substitute,Naughty,252,252,0,0,0,0
Scrafty,Coba Berry,High Jump Kick,Rock Slide,Taunt,Dragon Dance,Jolly,252,0,0,0,0,252
Scrafty,Muscle Band,Substitute,Payback,High Jump Kick,Focus Punch,Adamant,252,252,0,0,0,0
Scrafty,Leftovers,Bulk Up,Payback,Protect,Drain Punch,Careful,252,0,0,0,252,0
Cofagrigus,Chesto Berry,Night Shade,Will-O-Wisp,Mean Look,Rest,Sassy,252,0,0,0,252,0
Cofagrigus,Spell Tag,Shadow Ball,Energy Ball,Will-O-Wisp,Nasty Plot,Quiet,252,0,0,252,0,0
Cofagrigus,Maranga Berry,Will-O-Wisp,Shadow Ball,Destiny Bond,Trick Room,Quiet,252,0,0,252,0,0
Cofagrigus,Leftovers,Will-O-Wisp,Toxic,Hex,Calm Mind,Bold,252,0,0,0,252,0
Carracosta,Sitrus Berry,Aqua Tail,Rock Slide,Shell Smash,Iron Defense,Naughty,252,252,0,0,0,0
Carracosta,Wide Lens,Rock Slide,Swagger,Blizzard,Hydro Pump,Rash,252,0,0,252,0,0
Carracosta,Damp Rock,Rain Dance,Waterfall,Rock Slide,Earthquake,Adamant,0,252,0,0,0,252
Carracosta,Weakness Policy,Waterfall,Rock Slide,Aqua Jet,Earthquake,Adamant,0,252,0,0,0,252
Archeops,Sitrus Berry,Quick Attack,Acrobatics,Crunch,U-turn,Jolly,0,252,0,0,0,252
Archeops,Enigma Berry,Earthquake,Earth Power,Endeavor,Ancient Power,Mild,0,0,0,252,0,252
Archeops,Choice Band,Aerial Ace,Earthquake,Head Smash,U-turn,Jolly,0,252,0,0,0,252
Archeops,Sitrus Berry,Rock Slide,Earthquake,Aerial Ace,Protect,Jolly,0,252,0,0,0,252
Zoroark,Focus Sash,Night Slash,Shadow Claw,Taunt,Counter,Naive,0,252,0,0,0,252
Zoroark,Expert Belt,Grass Knot,Shadow Ball,Flamethrower,Nasty Plot,Jolly,0,0,0,252,0,252
Zoroark,Sitrus Berry,Swords Dance,Night Slash,U-turn,Sucker Punch,Jolly,0,252,0,0,0,252
Zoroark,Focus Band,Protect,Counter,Dark Pulse,Focus Blast,Timid,0,0,0,252,0,252
Gothitelle,Chesto Berry,Fake Tears,Psychic,Rest,Calm Mind,Sassy,170,0,170,0,0,170
Gothitelle,TwistedSpoon,Psyshock,Miracle Eye,Mirror Coat,Tickle,Modest,170,0,170,170,0,0
Gothitelle,Kee Berry,Charm,Safeguard,Psychic,Charge Beam,Modest,252,0,0,252,0,0
Gothitelle,Bright Powder,Substitute,Flatter,Psych Up,Psychic,Modest,252,0,0,252,0,0
Reuniclus,Kee Berry,Psychic,Energy Ball,Recover,Wonder Room,Bold,170,0,170,170,0,0
Reuniclus,King's Rock,Rock Slide,Explosion,Gyro Ball,Trick Room,Brave,0,170,170,0,170,0
Reuniclus,Colbur Berry,Calm Mind,Psychic,Focus Blast,Shadow Ball,Quiet,0,0,252,252,0,0
Reuniclus,Toxic Orb,Trick,Psychic,Focus Blast,Recover,Relaxed,0,0,252,0,252,0
Vanilluxe,Never-Melt Ice,Ice Beam,Frost Breath,Mirror Coat,Icy Wind,Calm,170,0,0,170,170,0
Vanilluxe,Occa Berry,Avalanche,Ice Shard,Natural Gift,Giga Impact,Lonely,252,252,0,0,0,0
Vanilluxe,Leftovers,Hail,Blizzard,Flash Cannon,Sheer Cold,Modest,252,0,0,252,0,0
Vanilluxe,Maranga Berry,Taunt,Ice Beam,Acid Armor,Mirror Coat,Calm,252,0,0,0,252,0
Escavalier,Liechi Berry,Megahorn,Quick Guard,Swords Dance,Reversal,Brave,252,252,0,0,0,0
Escavalier,Quick Claw,Pursuit,Counter,X-Scissor,Swords Dance,Naughty,252,252,0,0,0,0
Escavalier,Life Orb,Megahorn,Iron Defense,Poison Jab,Iron Head,Brave,252,252,0,0,0,0
Escavalier,Custap Berry,Megahorn,Iron Head,Swagger,Reversal,Adamant,252,252,0,0,0,0
Ferrothorn,Leftovers,Iron Head,Thunder Wave,Sandstorm,Ingrain,Impish,252,0,252,0,0,0
Ferrothorn,Chesto Berry,Rest,Payback,Gyro Ball,Curse,Careful,252,0,0,0,252,0
Ferrothorn,Custap Berry,Protect,Payback,Explosion,Gyro Ball,Brave,252,252,0,0,0,0
Ferrothorn,Leftovers,Curse,Rock Smash,Gyro Ball,Ingrain,Sassy,252,0,0,0,252,0
Klinklang,Shuca Berry,Gear Grind,Thunder Wave,Screech,Volt Switch,Impish,252,0,0,0,0,252
Klinklang,White Herb,Charge Beam,Metal Sound,Flash Cannon,Autotomize,Mild,0,0,0,252,0,252
Klinklang,Occa Berry,Shift Gear,Gear Grind,Volt Switch,Giga Impact,Adamant,0,252,0,0,0,252
Klinklang,Leftovers,Flash Cannon,Thunderbolt,Protect,Toxic,Modest,0,0,0,252,0,252
Eelektross,Magnet,Discharge,Gastro Acid,Thunderbolt,Thunder Wave,Quiet,252,0,0,252,0,0
Eelektross,Expert Belt,Crunch,Wild Charge,Brick Break,Coil,Naughty,252,252,0,0,0,0
Eelektross,Assault Vest,Brick Break,U-turn,Grass Knot,Wild Charge,Brave,252,252,0,0,0,0
Eelektross,Leftovers,Charge Beam,Grass Knot,Flamethrower,Protect,Bold,252,0,0,0,252,0
Chandelure,Spell Tag,Flamethrower,Confuse Ray,Will-O-Wisp,Hex,Modest,170,0,0,170,0,170
Chandelure,Chesto Berry,Energy Ball,Rest,Heat Wave,Will-O-Wisp,Timid,252,0,0,0,0,252
Chandelure,White Herb,Overheat,Shadow Ball,Protect,Will-O-Wisp,Modest,252,0,0,252,0,0
Chandelure,Leftovers,Calm Mind,Will-O-Wisp,Shadow Ball,Heat Wave,Bold,252,0,0,0,252,0
Haxorus,Haban Berry,Dual Chop,Earthquake,Roar,Taunt,Hasty,0,252,0,0,0,252
Haxorus,Persim Berry,Outrage,Rock Slide,Counter,Dragon Dance,Naughty,170,0,170,0,0,170
Haxorus,Choice Band,Outrage,Earthquake,Dragon Claw,Rock Slide,Jolly,0,252,0,0,0,252
Haxorus,Yache Berry,Dragon Dance,Dragon Claw,Dragon Tail,Earthquake,Jolly,0,252,0,0,0,252
Beartic,Sitrus Berry,Shadow Claw,Stone Edge,Avalanche,Bulk Up,Brave,0,252,0,0,252,0
Beartic,Lax Incense,Hail,Icy Wind,Grass Knot,Blizzard,Rash,252,0,0,252,0,0
Beartic,Sitrus Berry,Swords Dance,Avalanche,Rock Slide,Brick Break,Adamant,0,252,252,0,0,0
Beartic,Assault Vest,Icy Wind,Icicle Crash,Rock Slide,Brick Break,Jolly,0,252,0,0,0,252
Cryogonal,Charti Berry,Icy Wind,Ice Beam,Confuse Ray,Light Screen,Timid,0,0,252,0,0,252
Cryogonal,Occa Berry,Ice Shard,Slash,Poison Jab,Haze,Hasty,0,252,0,0,0,252
Cryogonal,Occa Berry,Icy Wind,Flash Cannon,Blizzard,Sheer Cold,Timid,0,0,0,252,0,252
Cryogonal,Focus Sash,Hail,Icy Wind,Blizzard,Explosion,Naive,0,0,0,252,0,252
Accelgor,Focus Sash,Encore,Bug Buzz,Giga Drain,Me First,Hasty,0,0,0,252,0,252
Accelgor,Weakness Policy,Energy Ball,Sludge Bomb,Bug Buzz,Endure,Modest,0,0,0,252,0,252
Accelgor,Focus Sash,U-turn,Bug Buzz,Focus Blast,Final Gambit,Timid,252,0,0,0,0,252
Accelgor,Focus Sash,Bug Buzz,Encore,Focus Blast,Protect,Timid,0,0,0,252,0,252
Mienshao,Salac Berry,U-turn,Endure,Calm Mind,Baton Pass,Naive,252,0,0,0,0,252
Mienshao,King's Rock,Fake Out,Fling,Acrobatics,High Jump Kick,Jolly,0,252,0,0,0,252
Mienshao,Focus Sash,Low Kick,Fake Out,High Jump Kick,U-turn,Jolly,0,252,0,0,0,252
Mienshao,Muscle Band,Feint,Fake Out,High Jump Kick,Wide Guard,Impish,252,252,0,0,0,0
Druddigon,Roseli Berry,Crunch,Scary Face,Glare,Dragon Tail,Bold,0,252,252,0,0,0
Druddigon,Scope Lens,Dragon Claw,Night Slash,Slash,Hone Claws,Lonely,170,0,170,0,170,0
Druddigon,Quick Claw,Crunch,Dragon Claw,Earthquake,Rock Slide,Adamant,252,252,0,0,0,0
Druddigon,Choice Band,Outrage,Earthquake,Superpower,Dragon Tail,Adamant,252,252,0,0,0,0
Golurk,Muscle Band,Shadow Punch,Iron Defense,Bulldoze,Heavy Slam,Lonely,252,0,0,0,252,0
Golurk,Wide Lens,Hammer Arm,Rock Slide,Curse,Gyro Ball,Brave,0,252,0,0,252,0
Golurk,Lum Berry,Dynamic Punch,Shadow Punch,Earthquake,Rock Slide,Adamant,252,252,0,0,0,0
Golurk,Iron Ball,Hammer Arm,Earthquake,Shadow Punch,Fling,Brave,252,252,0,0,0,0
Bisharp,Sitrus Berry,Night Slash,Metal Claw,Taunt,Metal Burst,Lax,252,0,252,0,0,0
Bisharp,Chople Berry,Aerial Ace,Low Sweep,Iron Head,Scary Face,Adamant,252,252,0,0,0,0
Bisharp,Chople Berry,Iron Head,Night Slash,Low Sweep,Sucker Punch,Jolly,0,252,0,0,0,252
Bisharp,Focus Sash,Taunt,Sucker Punch,Rock Smash,Iron Head,Adamant,252,252,0,0,0,0
Bouffalant,Silk Scarf,Head Charge,Pursuit,Scary Face,Aerial Ace,Adamant,252,252,0,0,0,0
Bouffalant,Chople Berry,Pursuit,Revenge,Retaliate,Swagger,Brave,252,252,0,0,0,0
Bouffalant,Sitrus Berry,Swords Dance,Earthquake,Head Charge,Payback,Adamant,252,252,0,0,0,0
Bouffalant,Life Orb,Earthquake,Head Charge,Payback,Protect,Adamant,252,252,0,0,0,0
Braviary,King's Rock,Rock Slide,Air Slash,Tailwind,Sky Drop,Adamant,0,170,170,0,170,0
Braviary,Persim Berry,Thrash,Bulk Up,Superpower,Pluck,Naughty,0,252,0,0,0,252
Braviary,Choice Scarf,Brave Bird,Return,U-turn,Rock Slide,Adamant,0,252,0,0,0,252
Braviary,Wacan Berry,Brave Bird,Tailwind,Superpower,Giga Impact,Adamant,0,252,0,0,0,252
Mandibuzz,Wacan Berry,Taunt,Flatter,Roost,Toxic,Calm,0,0,0,0,252,252
Mandibuzz,Roseli Berry,Dark Pulse,Air Slash,Shadow Ball,Nasty Plot,Mild,0,0,0,252,0,252
Mandibuzz,Sitrus Berry,Nasty Plot,Dark Pulse,Air Slash,Incinerate,Modest,170,0,170,0,170,0
Mandibuzz,Leftovers,Substitute,Swagger,Punishment,Roost,Careful,170,0,170,0,170,0
Durant,Sitrus Berry,Crunch,Dig,Bug Bite,Metal Sound,Naive,170,170,0,0,0,170
Durant,Power Herb,Dig,Iron Defense,Agility,Baton Pass,Impish,0,0,252,0,0,252
Durant,Occa Berry,X-Scissor,Iron Head,Rock Slide,Shadow Claw,Jolly,0,252,0,0,0,252
Durant,Focus Sash,Entrainment,X-Scissor,Iron Head,Protect,Jolly,252,0,0,0,0,252
Hydreigon,Dragon Fang,Dragon Pulse,Earth Power,Surf,Dragon Tail,Rash,0,252,0,0,0,252
Hydreigon,Wide Lens,Focus Blast,Fire Blast,Dragon Rush,Work Up,Mild,0,170,0,170,0,170
Hydreigon,White Herb,Draco Meteor,Taunt,Earth Power,Flamethrower,Timid,0,0,0,252,0,252
Hydreigon,Roseli Berry,Dragon Rush,Earthquake,Crunch,Dragon Tail,Jolly,0,252,0,0,0,252
Volcarona,Power Herb,Fire Spin,Heat Wave,Solar Beam,Whirlwind,Modest,252,0,0,0,0,252
Volcarona,Lum Berry,Bug Buzz,Flamethrower,Protect,Calm Mind,Timid,0,0,0,252,0,252
Volcarona,White Herb,Overheat,Quiver Dance,Bug Buzz,Protect,Bold,252,0,252,0,0,0
Volcarona,Leftovers,Hurricane,Quiver Dance,Bug Buzz,Heat Wave,Bold,252,0,252,0,0,0
Cobalion,Chesto Berry,Focus Blast,Flash Cannon,Calm Mind,Rest,Bold,252,0,0,0,252,0
Cobalion,Maranga Berry,Metal Burst,Sacred Sword,Quick Attack,Iron Head,Brave,252,252,0,0,0,0
Cobalion,Lax Incense,Swagger,Substitute,Psych Up,Iron Head,Jolly,0,252,0,0,0,252
Cobalion,Life Orb,Iron Head,Close Combat,Quick Guard,Protect,Jolly,0,252,0,0,0,252
Terrakion,Expert Belt,Close Combat,Earthquake,Stone Edge,Aerial Ace,Jolly,0,252,0,0,0,252
